Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Male,Country,GDP origin,GDP,Timestamp,Clicked on Ad,Ad Topic Line,Region,Month,DayOfWeek,Hour
78.58,33,51772.58,250.11,1,Vanuatu,780889606,-0.25,4/16/2016 10:36,0,Centralized,Oceania,M4,D7,H10
35.11,35,47638.3,158.03,1,Anguilla,14032401568,-0.24,3/11/2016 13:07,1,Extended,North America,M3,D6,H13
60.39,45,38987.42,108.25,1,Switzerland,6.88E+11,0.44,3/2/2016 15:39,1,Front-line,Europe,M3,D4,H15
81.56,26,51363.16,213.7,1,Zimbabwe,20548678070,-0.23,7/13/2016 21:31,0,Open-source,Africa,M7,D4,H21
75.03,34,35764.49,255.57,0,Uruguay,57236652490,-0.2,5/29/2016 18:12,1,Networked,South America,M5,D1,H18
50.87,24,62939.5,190.41,0,Liberia,3398419600,-0.25,5/10/2016 17:13,1,Programmable,Africa,M5,D3,H17
82.8,30,58776.67,223.2,1,Egypt,3.32E+11,0.08,5/7/2016 8:39,0,Enhanced,Africa,M5,D7,H8
78.51,25,59106.12,205.71,1,Greece,1.93E+11,-0.06,1/17/2016 13:27,0,Focused,Europe,M1,D1,H13
37.65,51,50457.01,161.29,1,Bahrain,32234973404,-0.22,3/9/2016 6:22,1,Automated,Asia,M3,D4,H6
83.17,43,54251.78,244.4,1,Sri Lanka,88012262257,-0.17,4/5/2016 18:02,0,Managed,Asia,M4,D3,H18
91.37,45,51920.49,182.65,1,Kazakhstan,1.37E+11,-0.12,4/1/2016 7:37,1,Re-engineered,Asia,M4,D6,H7
68.25,29,70324.8,220.08,0,Greenland,2707146783,-0.25,2/15/2016 16:18,0,Phased,North America,M2,D2,H16
81.32,25,52416.18,165.65,0,Moldova,8071469355,-0.25,3/8/2016 5:12,0,Pre-emptive,Europe,M3,D3,H5
76.64,39,66217.31,241.5,1,Poland,4.7E+11,0.22,2/9/2016 23:38,0,Reverse-engineered,Europe,M2,D3,H23
74.06,50,60938.73,246.29,1,Anguilla,14032401568,-0.24,6/17/2016 9:38,0,Horizontal,North America,M6,D6,H9
39.53,33,40243.82,142.21,1,Central African Republic,1825018191,-0.25,6/1/2016 12:27,1,Intuitive,Africa,M6,D4,H12
86.58,32,60151.77,195.93,1,Mexico,1.08E+12,0.83,2/26/2016 23:44,0,Business-focused,North America,M2,D6,H23
90.75,40,45945.88,216.5,0,Togo,6031632168,-0.25,3/11/2016 9:58,0,Decentralized,Africa,M3,D6,H9
67.71,25,63430.33,225.76,1,Armenia,10546135160,-0.24,4/28/2016 2:55,0,Synergized,Asia,M4,D5,H2
82.41,36,65882.81,222.08,0,Nicaragua,13286083645,-0.24,4/12/2016 4:22,0,Stand-alone,North America,M4,D3,H4
45.82,27,64410.8,171.24,1,Eritrea,11892806509,-0.24,2/10/2016 20:43,1,Expanded,Africa,M2,D4,H20
76.79,27,55677.12,235.94,0,Canada,1.53E+12,1.28,5/1/2016 23:21,0,Open-architected,North America,M5,D1,H23
70.05,33,75560.65,203.44,0,Croatia,52397494687,-0.2,3/24/2016 17:48,0,Diverse,Europe,M3,D5,H17
72.19,32,61067.58,250.32,1,Switzerland,6.88E+11,0.44,4/22/2016 19:45,0,Balanced,Europe,M4,D6,H19
77.35,34,72330.57,167.26,0,Yemen,73215012755,-0.18,3/9/2016 12:10,0,Total,Asia,M3,D4,H12
40.34,29,32549.95,173.75,0,Tokelau,843929640,-0.25,3/30/2016 5:29,1,Object-based,Oceania,M3,D4,H5
67.39,44,51257.26,107.19,0,Armenia,10546135160,-0.24,1/24/2016 13:41,1,Realigned,Asia,M1,D1,H13
68.68,34,77220.42,187.03,1,Equatorial Guinea,11240809132,-0.24,7/15/2016 9:42,0,Sharable,Africa,M7,D6,H9
81.75,43,52520.75,249.45,0,Barbados,4832811750,-0.25,6/7/2016 5:41,0,Progressive,North America,M6,D3,H5
66.03,22,59422.47,217.37,0,American Samoa,671000000,-0.25,5/31/2016 23:32,0,Pre-emptive,Oceania,M5,D3,H23
47.74,33,22456.04,154.93,1,Saint Lucia,14032401568,-0.24,5/14/2016 14:49,1,Open-source,North America,M5,D7,H14
79.18,31,58443.99,236.96,0,Algeria,1.6E+11,-0.09,1/10/2016 20:18,0,Open-source,Africa,M1,D1,H20
86.81,29,50820.74,199.62,1,Turkmenistan,36169428571,-0.22,2/21/2016 16:57,0,Multi-channeled,Asia,M2,D1,H16
41.53,42,67575.12,158.81,0,Mayotte,11892806509,-0.24,5/23/2016 0:32,1,Optional,Africa,M5,D2,H0
70.92,39,66522.79,249.81,1,South Africa,3.24E+11,0.07,7/21/2016 20:30,0,Up-sized,Africa,M7,D5,H20
46.84,45,34903.67,123.22,0,Macao,73215012755,-0.18,5/15/2016 18:44,1,Virtual,Asia,M5,D1,H18
44.4,53,43073.78,140.95,1,France,2.47E+12,2.23,6/30/2016 0:43,1,Phased,Europe,M6,D5,H0
52.17,44,57594.7,115.37,1,Equatorial Guinea,11240809132,-0.24,2/24/2016 6:17,1,Optional,Africa,M2,D4,H6
81.45,31,66027.31,205.84,1,Mali,14026048691,-0.24,5/30/2016 21:22,0,Triple-buffered,Africa,M5,D2,H21
54.08,36,53012.94,111.02,1,Mayotte,11892806509,-0.24,6/2/2016 4:14,1,Innovative,Africa,M6,D5,H4
76.65,31,61117.5,238.43,0,Pakistan,3.14E+11,0.06,4/18/2016 7:00,0,Function-based,Asia,M4,D2,H7
54.39,20,52563.22,171.9,1,Guadeloupe,14032401568,-0.24,2/29/2016 18:06,1,Digitized,North America,M2,D2,H18
37.74,40,65773.49,190.95,0,Denmark,3.13E+11,0.06,5/27/2016 12:45,1,Balanced,Europe,M5,D6,H12
69.86,25,50506.44,241.36,0,New Zealand,1.89E+11,-0.06,1/12/2016 21:17,0,Triple-buffered,Oceania,M1,D3,H21
85.37,36,66262.59,194.56,1,Netherlands Antilles,14032401568,-0.24,1/27/2016 17:08,0,Front-line,North America,M1,D4,H17
80.99,26,35521.88,207.53,1,Belarus,47722657821,-0.21,6/10/2016 3:56,0,Centralized,Europe,M6,D6,H3
78.84,32,62430.55,235.29,1,Taiwan,73215012755,-0.18,4/9/2016 9:26,0,Optimized,Asia,M4,D7,H9
77.36,41,49597.08,115.79,0,El Salvador,24191430000,-0.23,2/26/2016 6:00,1,Fully-configurable,North America,M2,D6,H6
55.46,37,42078.89,108.1,0,Taiwan,73215012755,-0.18,2/21/2016 23:07,1,Exclusive,Asia,M2,D1,H23
35.66,45,46197.59,151.72,0,Peru,1.92E+11,-0.06,4/29/2016 14:08,1,Exclusive,South America,M4,D6,H14
50.78,51,49957,122.04,0,Liberia,3398419600,-0.25,2/11/2016 17:02,1,Vision-oriented,Africa,M2,D5,H17
40.47,38,24078.93,203.9,0,Burundi,2639321161,-0.25,7/22/2016 7:44,1,Sharable,Africa,M7,D6,H7
45.62,43,53647.81,121.28,0,Macao,73215012755,-0.18,6/26/2016 2:34,1,Monitored,Asia,M6,D1,H2
84.76,30,61039.13,178.69,0,Venezuela,99937696000,-0.15,5/14/2016 23:08,0,Monitored,South America,M5,D7,H23
80.64,26,46974.15,221.59,0,Luxembourg,62216885436,-0.19,5/24/2016 10:04,0,Vision-oriented,Europe,M5,D3,H10
75.94,27,53042.51,236.96,1,Italy,1.88E+12,1.63,2/16/2016 12:05,0,Future-proofed,Europe,M2,D3,H12
37.01,50,48826.14,216.01,0,San Marino,1468377272,-0.25,3/20/2016 2:44,1,Secured,Europe,M3,D1,H2
87.18,31,58287.86,193.6,0,Madagascar,11848613735,-0.24,1/31/2016 5:12,0,Right-sized,Africa,M1,D1,H5
56.91,50,21773.22,146.44,0,Norfolk Island,843929640,-0.25,4/1/2016 5:17,1,Team-oriented,Oceania,M4,D6,H5
75.24,24,52252.91,226.49,0,Vanuatu,780889606,-0.25,2/25/2016 16:33,0,Vision-oriented,Oceania,M2,D5,H16
42.84,52,27073.27,182.2,1,Tunisia,44360754190,-0.21,3/21/2016 11:02,1,Enhanced,Africa,M3,D2,H11
67.56,47,50628.31,109.98,0,Paraguay,36089700223,-0.22,2/12/2016 5:20,1,Reduced,South America,M2,D6,H5
34.96,42,36913.51,160.49,1,Macedonia,62216885436,-0.19,6/1/2016 16:10,1,Right-sized,Europe,M6,D4,H16
87.46,37,61009.1,211.56,1,Heard Island and McDonald Islands,843929640,-0.25,6/16/2016 3:17,0,Synergized,Oceania,M6,D5,H3
41.86,39,53041.77,128.62,1,Ethiopia,74296618481,-0.18,3/26/2016 15:28,1,Open-source,Africa,M3,D7,H15
34.04,34,40182.84,174.88,1,El Salvador,24191430000,-0.23,2/16/2016 7:37,1,Reverse-engineered,North America,M2,D3,H7
54.96,42,59419.78,113.75,1,Niger,10398862245,-0.24,2/28/2016 9:31,1,Public-key,Africa,M2,D1,H9
87.14,31,58235.21,199.4,1,Timor-Leste,1650619370,-0.25,5/18/2016 1:00,0,Up-sized,Asia,M5,D4,H1
78.79,32,68324.48,215.29,1,Uruguay,57236652490,-0.2,2/21/2016 13:11,0,Stand-alone,South America,M2,D1,H13
65.56,25,69646.35,181.25,1,Somalia,5534000000,-0.25,1/5/2016 12:59,0,Stand-alone,Africa,M1,D3,H12
81.05,34,54045.39,245.5,0,Malaysia,3.01E+11,0.05,5/18/2016 0:07,0,Configurable,Asia,M5,D4,H0
55.71,37,57806.03,112.52,1,Korea,73215012755,-0.18,3/6/2016 23:26,1,Upgradable,Asia,M3,D1,H23
45.48,49,53336.76,129.16,1,Lao People's Democratic Republic,73215012755,-0.18,5/19/2016 4:23,1,Networked,Asia,M5,D5,H4
47,56,50491.45,149.53,0,Bahamas,14032401568,-0.24,4/29/2016 20:40,1,Public-key,North America,M4,D6,H20
59.64,51,71455.62,153.12,1,Guyana,4482697337,-0.25,5/3/2016 1:09,1,Re-contextualized,South America,M5,D3,H1
35.98,45,43241.88,150.79,0,Ethiopia,74296618481,-0.18,6/27/2016 21:51,1,Front-line,Africa,M6,D2,H21
72.55,22,58953.01,202.34,0,Bosnia and Herzegovina,16913330977,-0.24,2/8/2016 7:33,0,Balanced,Europe,M2,D2,H7
91.15,38,36834.04,184.98,0,Cyprus,21046951516,-0.23,2/22/2016 7:04,0,Robust,Europe,M2,D2,H7
80.53,29,66345.1,187.64,0,Singapore,3.19E+11,0.07,3/21/2016 8:13,0,Sharable,Asia,M3,D2,H8
82.49,45,38645.4,130.84,0,Dominican Republic,75704720190,-0.18,5/31/2016 0:58,1,Assimilated,North America,M5,D3,H0
80.94,36,60803,239.94,0,Bermuda,6899911000,-0.25,1/1/2016 5:31,0,Self-enabling,North America,M1,D6,H5
61.76,34,33553.9,114.69,0,Jamaica,14077109397,-0.24,5/27/2016 8:53,1,Open-source,North America,M5,D6,H8
63.3,38,63071.34,116.19,0,Saint Barthelemy,14032401568,-0.24,5/9/2016 7:13,1,Polarized,North America,M5,D2,H7
36.73,34,46737.34,149.79,1,Albania,11861199831,-0.24,6/27/2016 1:56,1,Multi-lateral,Europe,M6,D2,H1
78.41,33,55368.67,248.23,1,Mozambique,11936999283,-0.24,6/3/2016 4:51,0,Multi-lateral,Africa,M6,D6,H4
83.98,36,68305.91,194.62,0,Zimbabwe,20548678070,-0.23,2/24/2016 0:44,0,Profit-focused,Africa,M2,D4,H0
63.18,45,39211.49,107.92,0,Georgia,15141758567,-0.24,3/5/2016 12:03,1,Reactive,Asia,M3,D7,H12
50.6,48,65956.71,135.67,0,Brazil,1.8E+12,1.55,1/15/2016 22:49,1,Customer-focused,South America,M1,D6,H22
32.6,38,40159.2,190.05,0,Syrian Arab Republic,12598742887,-0.24,2/12/2016 3:39,1,Customizable,Asia,M2,D6,H3
60.83,19,40478.83,185.46,1,Palestinian Territory,73215012755,-0.18,2/19/2016 20:49,0,Versatile,Asia,M2,D6,H20
44.72,46,40468.53,123.86,1,Grenada,1061640741,-0.25,3/12/2016 2:48,1,Cross-group,North America,M3,D7,H2
78.76,51,66980.27,162.05,0,Ghana,56165172899,-0.2,7/23/2016 4:04,1,Face-to-face,Africa,M7,D7,H4
79.51,39,34942.26,125.11,1,Brunei Darussalam,11400854268,-0.24,3/6/2016 9:33,1,Proactive,Asia,M3,D1,H9
39.3,32,48335.2,145.73,0,Lithuania,43047309306,-0.21,2/24/2016 4:11,1,Decentralized,Europe,M2,D4,H4
64.79,30,42251.59,116.07,0,Maldives,4379136462,-0.25,2/17/2016 20:22,1,Visionary,Asia,M2,D4,H20
89.8,36,57330.43,198.24,0,Lesotho,2114428033,-0.25,2/2/2016 4:57,0,User-centric,Africa,M2,D3,H4
72.82,34,75769.82,191.82,1,Czech Republic,62216885436,-0.19,1/27/2016 16:06,0,User-centric,Europe,M1,D4,H16
38.65,31,51812.71,154.77,1,Iceland,20793168031,-0.23,5/24/2016 9:50,1,Total,Europe,M5,D3,H9
59.01,30,75265.96,178.75,1,Philippines,3.19E+11,0.07,2/8/2016 22:45,1,Focused,Asia,M2,D2,H22
78.96,50,69868.48,193.15,0,Cayman Islands,4909498980,-0.25,2/12/2016 1:55,1,Stand-alone,North America,M2,D6,H1
63.99,43,72802.42,138.46,0,Haiti,13987693739,-0.24,1/11/2016 8:18,1,Ameliorated,North America,M1,D2,H8
41.35,27,39193.45,162.46,1,Colombia,2.83E+11,0.03,3/3/2016 3:51,1,Streamlined,South America,M3,D5,H3
62.79,36,18368.57,231.87,1,Luxembourg,62216885436,-0.19,5/30/2016 20:08,1,Total,Europe,M5,D2,H20
45.53,29,56129.89,141.58,0,United Arab Emirates,3.69E+11,0.12,4/22/2016 22:01,1,Front-line,Asia,M4,D6,H22
51.65,31,58996.56,249.99,0,Ireland,2.99E+11,0.05,5/25/2016 10:39,0,Virtual,Europe,M5,D4,H10
54.55,44,41547.62,109.04,0,Canada,1.53E+12,1.28,2/4/2016 3:10,1,Re-engineered,North America,M2,D5,H3
35.66,36,59240.24,172.57,0,Svalbard & Jan Mayen Islands,62216885436,-0.19,2/21/2016 20:09,1,Implemented,Europe,M2,D1,H20
69.95,28,56725.47,247.01,0,Malta,11668253265,-0.24,4/28/2016 1:24,0,Horizontal,Europe,M4,D5,H1
79.83,29,55764.43,234.23,1,Sudan,1.03E+11,-0.15,5/18/2016 19:33,0,Innovative,Africa,M5,D4,H19
85.35,37,64235.51,161.42,1,Ecuador,99937696000,-0.15,2/17/2016 11:15,0,Exclusive,South America,M2,D4,H11
56.78,28,39939.39,124.32,0,Senegal,19040312815,-0.23,6/19/2016 23:04,1,Mandatory,Africa,M6,D1,H23
78.67,26,63319.99,195.56,0,Cambodia,20016747754,-0.23,2/20/2016 9:54,0,Proactive,Asia,M2,D7,H9
70.09,21,54725.87,211.17,0,Belarus,47722657821,-0.21,1/22/2016 12:58,0,Automated,Europe,M1,D6,H12
60.75,42,69775.75,247.05,1,Guyana,4482697337,-0.25,2/19/2016 13:26,0,Fully-configurable,South America,M2,D6,H13
65.07,24,57545.56,233.85,0,Mali,14026048691,-0.24,1/3/2016 7:13,0,Multi-lateral,Africa,M1,D1,H7
35.25,50,47051.02,194.44,0,Iran,73215012755,-0.18,1/3/2016 4:39,1,Intuitive,Asia,M1,D1,H4
37.58,52,51600.47,176.7,1,Bulgaria,53953897624,-0.2,4/13/2016 13:04,1,Exclusive,Europe,M4,D4,H13
68.01,25,68357.96,188.32,1,Afghanistan,18019558182,-0.24,1/1/2016 3:35,0,Ameliorated,Asia,M1,D6,H3
45.08,38,35349.26,125.27,0,Liberia,3398419600,-0.25,3/27/2016 8:32,1,Synergized,Africa,M3,D1,H8
63.04,27,69784.85,159.05,0,Netherlands Antilles,14032401568,-0.24,7/10/2016 16:25,1,Triple-buffered,North America,M7,D1,H16
40.18,29,50760.23,151.96,0,Hong Kong,73215012755,-0.18,6/25/2016 4:21,1,Enhanced,Asia,M6,D7,H4
45.17,48,34418.09,132.07,1,Palau,298300000,-0.25,1/27/2016 14:41,1,Down-sized,Oceania,M1,D4,H14
50.48,50,20592.99,162.43,0,Malawi,5433040160,-0.25,5/16/2016 18:51,1,Switchable,Africa,M5,D2,H18
80.87,28,63528.8,203.3,0,Uruguay,57236652490,-0.2,2/27/2016 20:20,0,Ameliorated,South America,M2,D7,H20
41.88,40,44217.68,126.11,1,Cyprus,21046951516,-0.23,2/28/2016 23:54,1,Streamlined,Europe,M2,D1,H23
39.87,48,47929.83,139.34,1,Mexico,1.08E+12,0.83,6/13/2016 6:11,1,Business-focused,North America,M6,D2,H6
61.84,45,46024.29,105.63,1,Niger,10398862245,-0.24,5/5/2016 11:07,1,Reactive,Africa,M5,D5,H11
54.97,31,51900.03,116.38,1,France,2.47E+12,2.23,7/7/2016 12:17,1,Virtual,Europe,M7,D5,H12
71.4,30,72188.9,166.31,0,Japan,5E+12,4.77,5/24/2016 17:07,0,Integrated,Asia,M5,D3,H17
70.29,31,56974.51,254.65,1,Norfolk Island,843929640,-0.25,3/30/2016 14:36,0,Balanced,Oceania,M3,D4,H14
67.26,57,25682.65,168.41,1,Bulgaria,53953897624,-0.2,5/27/2016 5:54,1,Focused,Europe,M5,D6,H5
76.58,46,41884.64,258.26,0,Uzbekistan,86138288615,-0.17,1/3/2016 16:30,0,Secured,Asia,M1,D1,H16
54.37,38,72196.29,140.77,0,Mexico,1.08E+12,0.83,6/25/2016 18:17,1,Up-sized,North America,M6,D7,H18
82.79,32,54429.17,234.81,1,Brunei Darussalam,11400854268,-0.24,2/24/2016 10:36,0,Distributed,Asia,M2,D4,H10
66.47,31,58037.66,256.39,1,France,2.47E+12,2.23,3/3/2016 3:13,0,Vision-oriented,Europe,M3,D5,H3
72.88,44,64011.26,125.12,0,Yemen,73215012755,-0.18,4/21/2016 19:56,1,Customer-focused,Asia,M4,D5,H19
76.44,28,59967.19,232.68,1,Northern Mariana Islands,1230000000,-0.25,4/6/2016 17:26,0,Synchronized,Oceania,M4,D4,H17
63.37,43,43155.19,105.04,1,Poland,4.7E+11,0.22,3/23/2016 12:53,1,Open-architected,Europe,M3,D4,H12
89.71,48,51501.38,204.4,1,Bahrain,32234973404,-0.22,2/17/2016 7:00,0,Versatile,Asia,M2,D4,H7
70.96,31,55187.85,256.4,0,Saint Pierre and Miquelon,14032401568,-0.24,6/26/2016 7:01,0,Ameliorated,North America,M6,D1,H7
35.79,44,33813.08,165.62,1,Tonga,420540179,-0.25,4/20/2016 13:36,1,Enterprise-wide,Oceania,M4,D4,H13
38.96,38,36497.22,140.67,1,Comoros,1012835518,-0.25,7/21/2016 16:02,1,Versatile,Africa,M7,D5,H16
69.17,40,66193.81,123.62,0,Montenegro,4377033429,-0.25,3/6/2016 11:36,1,Extended,Europe,M3,D1,H11
64.2,27,66200.96,227.63,1,Isle of Man,6846691871,-0.25,2/11/2016 23:45,0,Phased,Europe,M2,D5,H23
43.7,28,63126.96,173.01,0,Mayotte,11892806509,-0.24,4/4/2016 3:57,1,Front-line,Africa,M4,D2,H3
72.97,30,71384.57,208.58,1,Lebanon,51147308774,-0.2,2/11/2016 21:49,1,Fundamental,Asia,M2,D5,H21
51.3,45,67782.17,134.42,1,Bosnia and Herzegovina,16913330977,-0.24,4/22/2016 2:07,1,Grass-roots,Europe,M4,D6,H2
51.63,51,42415.72,120.37,1,Mongolia,11181350461,-0.24,2/1/2016 17:24,1,Expanded,Asia,M2,D2,H17
55.55,19,41920.79,187.95,0,Guatemala,66053725049,-0.19,3/24/2016 2:35,0,Proactive,North America,M3,D5,H2
45.01,26,29875.8,178.35,0,Brazil,1.8E+12,1.55,6/3/2016 21:43,1,Virtual,South America,M6,D6,H21
